#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
PRAC1-17-1	chr17	-	46799081	46799882	PRAC1	84366
PPP3CB-10-1	chr10	-	75196563	75255782	PPP3CB	5532
OR13C4-9-1	chr9	-	107288534	107289490	OR13C4	138804
TMEM194A-12-1	chr12	-	57449426	57472574	NEMP1	23306
LOC728407-10-1	chr10	-	51253908	51371316	PARGP1	728407
PDZD9-16-1	chr16	-	21995186	22012431	PDZD9	255762
MARC2-1-1	chr1	+	220921325	220958157	MARC2	54996
NDC80-18-1	chr18	+	2571510	2616634	NDC80	10403
SLC39A2-14-1	chr14	+	21467414	21470034	SLC39A2	29986
OR51I2-11-1	chr11	+	5474638	5475707	OR51I2	390064
SLC9A1-1-1	chr1	-	27425300	27481621	SLC9A1	6548
PGK2-6-1	chr6	-	49753364	49755053	PGK2	5232
ST6GALNAC5-1-1	chr1	+	77333126	77533223	ST6GALNAC5	81849
KCNA7-19-1	chr19	-	49570675	49576198	KCNA7	3743
TRMT13-1-1	chr1	+	100598669	100616054	TRMT13	54482
TMEM173-5-1	chr5	-	138855113	138862343	TMEM173	340061
MIR590-7-1	chr7	+	73605528	73605624	MIR590	693175
DNAJC1-10-1	chr10	-	22045477	22292679	DNAJC1	64215
EXT2-11-1	chr11	+	44117099	44266980	EXT2	2132
ARHGAP9-12-1	chr12	-	57866038	57882756	ARHGAP9	64333
TGM1-14-1	chr14	-	24718159	24733115	TGM1	7051
MGAT4A-2-1	chr2	-	99235569	99347589	MGAT4A	11320
MIR561-2-1	chr2	+	189162219	189162315	MIR561	693146
FAM86C2P-11-1	chr11	-	67559238	67572807	FAM86C2P	645332
MYO1F-19-1	chr19	-	8585674	8642331	MYO1F	4542
OR1E1-17-1	chr17	-	3300760	3301704	OR1E1	8387
NTM-11-1	chr11	+	131240371	132206716	NTM	50863
E2F1-20-1	chr20	-	32263292	32274210	E2F1	1869
ATM-11-1	chr11	+	108093559	108239829	ATM	472
FENDRR-16-1	chr16	-	86508131	86542466	FENDRR	400550
MIR4697-11-1	chr11	-	133768399	133768476	MIR4697	100616119
BTNL2-6-1	chr6	-	32362513	32374900	BTNL2	56244
PIGY-4-1	chr4	-	89442129	89444952	PIGY	84992
RBPMS-8-1	chr8	+	30242017	30429778	RBPMS	11030
RNU86-22-1	chr22	-	39712847	39712901	SNORD139	116936
ZNF277-7-1	chr7	+	111846643	111983989	ZNF277	11179
FGF14-AS2-13-1	chr13	+	103046928	103048055	FGF14-AS2	283481
GOLGA6B-15-1	chr15	+	72947038	72959738	GOLGA6B	55889
POM121L9P-22-1	chr22	+	24647589	24661492	POM121L9P	29774
ZNF101-19-1	chr19	+	19778962	19791735	ZNF101	94039
PDCL3P4-3-1	chr3	+	101431278	101432260	PDCL3P4	285359
ATR-3-1	chr3	-	142168077	142297668	ATR	545
EXOC6B-2-1	chr2	-	72403113	73053177	EXOC6B	23233
HIST3H3-1-1	chr1	-	228612546	228613026	HIST3H3	8290
MIR555-1-1	chr1	-	155316141	155316236	MIR555	693140
FEN1-11-1	chr11	+	61560109	61564716	FEN1	2237
ARL14EPL-5-1	chr5	+	115387163	115394827	ARL14EPL	644100
CCR2-3-1	chr3	+	46395235	46402413	CCR2	729230
SBNO1-12-1	chr12	-	123773656	123849756	SBNO1	55206
ALDH1L1-3-1	chr3	-	125822404	125900029	ALDH1L1	10840
OTOL1-3-1	chr3	+	161147389	161221740	OTOL1	131149
TTC12-11-1	chr11	+	113185251	113244345	TTC12	54970
FLJ37453-1-1	chr1	-	16160710	16174642	FLJ37453	729614
HOXC5-12-1	chr12	+	54410642	54429145	HOXC5	3222
MAP3K1-5-1	chr5	+	56110900	56191979	MAP3K1	4214
EEF1E1-6-1	chr6	-	8073593	8102828	EEF1E1	9521
ZNF474-5-1	chr5	+	121465215	121489266	ZNF474	133923
CISH-3-1	chr3	-	50643885	50649262	CISH	1154
PDCD6-5-1	chr5	+	271736	315089	PDCD6	10016
OR6B1-7-1	chr7	+	143701090	143702025	OR6B1	135946
AURKAPS1-1-1	chr1	-	220439521	220441057	AURKAPS1	6791
HCFC1R1-16-1	chr16	-	3072626	3074287	HCFC1R1	54985
PHLDA3-1-1	chr1	-	201434607	201438299	PHLDA3	23612
ZNF33B-10-1	chr10	-	43084532	43134016	ZNF33B	7582
LINC00964-8-1	chr8	+	125954250	125963337	LINC00964	157381
UBE2W-8-1	chr8	-	74692332	74791145	UBE2W	55284
NALCN-13-1	chr13	-	101706130	102068813	NALCN	259232
ARHGAP40-20-1	chr20	+	37230577	37279295	ARHGAP40	343578
KCNJ9-1-1	chr1	+	160051360	160059212	KCNJ9	3765
OR10K1-1-1	chr1	+	158435352	158436293	OR10K1	391109
TWF2-3-1	chr3	-	52262626	52273183	TWF2	11344
EIF3K-19-1	chr19	+	39109722	39127595	EIF3K	27335
P2RY11-19-1	chr19	+	10222197	10226065	P2RY11	5032
C1ORF110-1-1	chr1	-	162820766	162838605	CCDC190	339512
GDA-9-1	chr9	+	74729511	74867140	GDA	9615
COX6A2-16-1	chr16	-	31439052	31439749	COX6A2	1339
GPSM3-6-1	chr6	-	32158543	32163300	GPSM3	63940
RNF138-18-1	chr18	+	29671818	29711524	RNF138	51444
MIR548I1-3-1	chr3	-	125509247	125509395	MIR548I1	100302204
PREP-6-1	chr6	-	105725442	105850999	PREP	5550
EVX1-7-1	chr7	+	27282164	27287438	EVX1	2128
MIR5089-17-1	chr17	+	45050383	45050466	MIR5089	100847067
KIRREL3-AS2-11-1	chr11	+	126810642	126814986	KIRREL3-AS2	100874251
RPL19-17-1	chr17	+	37356536	37360980	RPL19	6143
METTL20-12-1	chr12	+	31800094	31822016	ETFBKMT	254013
SRPRB-3-1	chr3	+	133502877	133540336	SRPRB	58477
ZNF385A-12-1	chr12	-	54762913	54785083	ZNF385A	25946
BCOR-23-1	chrX	-	39910499	40036643	BCOR	54880
SLC35A4-5-1	chr5	+	139944420	139948683	SLC35A4	113829
BMS1P4-10-1	chr10	-	75458909	75490272	BMS1P4	729096
ZNF79-9-1	chr9	+	130186653	130209525	ZNF79	7633
IZUMO1-19-1	chr19	-	49244073	49250831	IZUMO1	284359
LMO3-12-1	chr12	-	16701306	16761148	LMO3	55885
TMEM256-PLSCR3-17-1	chr17	-	7293046	7307450	TMEM256-PLSCR3	100529211
DSTN-20-1	chr20	+	17549818	17588887	DSTN	11034
EFHC1-6-1	chr6	+	52284994	52360583	EFHC1	114327
SRSF12-6-1	chr6	-	89805678	89827800	SRSF12	135295
SYT16-14-1	chr14	+	62331567	62573915	SYT16	83851
NRXN2-11-1	chr11	-	64373646	64490660	NRXN2	9379
SUB1-5-1	chr5	+	32585605	32604185	SUB1	10923
HAUS5-19-1	chr19	+	36103646	36116251	HAUS5	23354
PPIH-1-1	chr1	+	43123706	43142429	PPIH	10465
MIR188-23-1	chrX	+	49768109	49768194	MIR188	406964
TSGA10-2-1	chr2	-	99613724	99771187	TSGA10	80705
BPIFA2-20-1	chr20	+	31749660	31769223	BPIFA2	140683
DOK2-8-1	chr8	-	21766384	21771290	DOK2	9046
ATP2B4-1-1	chr1	+	203595915	203713209	ATP2B4	493
PPP2R2D-10-1	chr10	+	133747957	133770054	PPP2R2D	55844
TMED4-7-1	chr7	-	44617493	44621881	TMED4	222068
MCM7-7-1	chr7	-	99690351	99699563	MCM7	4176
STK3-8-1	chr8	-	99466859	99954799	STK3	6788
CT45A4-23-1	chrX	+	134866214	134891519	CT45A4	441520
MARVELD1-10-1	chr10	+	99473465	99477909	MARVELD1	83742
ATL1-14-1	chr14	+	50999800	51099786	ATL1	51062
SNORA70E-11-1	chr11	-	82752506	82752640	SNORA70E	100379250
COX17-3-1	chr3	-	119388372	119396243	COX17	10063
SCARNA21-17-1	chr17	+	7809441	7809578	SCARNA21	677763
TIMELESS-12-1	chr12	-	56810157	56843200	TIMELESS	8914
MUC7-4-1	chr4	+	71296209	71348714	MUC7	4589
KSR2-12-1	chr12	-	117890817	118406399	KSR2	283455
ANKRD65-1-1	chr1	-	1353800	1356824	ANKRD65	441869
DYNC1LI1-3-1	chr3	-	32567463	32612373	DYNC1LI1	51143
GADL1-3-1	chr3	-	30767692	30936153	GADL1	339896
LOC100132832-7-1	chr7	+	76668797	76682355	PMS2P9	100132832
C14ORF93-14-1	chr14	-	23456110	23479410	C14orf93	60686
TAB3-23-1	chrX	-	30845559	30907511	TAB3	257397
ERMN-2-1	chr2	-	158175125	158184146	ERMN	57471
NKAPL-6-1	chr6	+	28227075	28228736	NKAPL	222698
PHF8-23-1	chrX	-	53963113	54075368	PHF8	23133
GPC6-13-1	chr13	+	93879078	95060274	GPC6	10082
RUSC1-AS1-1-1	chr1	-	155290251	155293938	RUSC1-AS1	284618
TRIT1-1-1	chr1	-	40306703	40349177	TRIT1	54802
SNAR-I-3-1	chr3	+	190595719	190595839	SNAR-I	100170222
MC1R-16-1	chr16	+	89984287	89987385	MC1R	4157
ELP3-8-1	chr8	+	27947748	28048670	ELP3	55140
PRB1-12-1	chr12	-	11504757	11508524	PRB1	5542
ISY1-RAB43-3-1	chr3	-	128806412	128880073	ISY1-RAB43	100534599
CCDC6-10-1	chr10	-	61548505	61666414	CCDC6	8030
GAS6-AS2-13-1	chr13	+	114567150	114569806	GAS6-DT	100506394
LINC00886-3-1	chr3	-	156465132	156534851	LINC00886	730091
HPCAL1-2-1	chr2	+	10443015	10567743	HPCAL1	3241
BNC2-9-1	chr9	-	16409501	16870786	BNC2	54796
UBE3C-7-1	chr7	+	156931655	157062066	UBE3C	9690
FOXO1-13-1	chr13	-	41129801	41240734	FOXO1	2308
CACNG6-19-1	chr19	+	54494403	54515920	CACNG6	59285
POMZP3-7-1	chr7	-	76239303	76256620	POMZP3	22932
FETUB-3-1	chr3	+	186353758	186370797	FETUB	26998
LHX1-17-1	chr17	+	35294772	35301915	LHX1	3975
MIR1911-23-1	chrX	+	113997744	113997823	MIR1911	100302222
TTTY15-24-1	chrY	+	14774298	14804153	TTTY15	64595
APRT-16-1	chr16	-	88875877	88878342	APRT	353
PCDHAC1-5-1	chr5	+	140306302	140391929	PCDHAC1	56135
IL13-5-1	chr5	+	131993865	131996801	IL13	3596
C20ORF166-20-1	chr20	+	61147660	61167971	MIR1-1HG	128826
PGAM1P5-12-1	chr12	+	96043031	96067775	PGAM1P5	100132594
ZNF891-12-1	chr12	-	133696111	133707059	ZNF891	101060200
XPA-9-1	chr9	-	100437191	100459691	XPA	7507
MIR3197-21-1	chr21	+	42539484	42539556	MIR3197	100423023
STAG2-23-1	chrX	+	123094475	123236506	STAG2	10735
CAMKMT-2-1	chr2	+	44589043	44999731	CAMKMT	79823
GIMAP2-7-1	chr7	+	150382690	150390729	GIMAP2	26157
EBF2-8-1	chr8	-	25699246	25902640	EBF2	64641
COX7A2L-2-1	chr2	-	42577640	42596150	COX7A2L	9167
STXBP5-AS1-6-1	chr6	-	147162524	147525750	STXBP5-AS1	729178
ZBED6-1-1	chr1	+	203766651	203769590	ZBED6	100381270
JAKMIP3-10-1	chr10	+	133879367	133998482	JAKMIP3	282973
PTCHD1-23-1	chrX	+	23352985	23414918	PTCHD1	139411
CEACAM7-19-1	chr19	-	42177235	42192196	CEACAM7	1087
PSMF1-20-1	chr20	+	1093872	1149017	PSMF1	9491
RRN3P2-16-1	chr16	+	29086163	29128039	RRN3P2	653390
HAMP-19-1	chr19	+	35773410	35776046	HAMP	57817
BCORL1-23-1	chrX	+	129114277	129192058	BCORL1	63035
AK5-1-1	chr1	+	77747662	78025654	AK5	26289
SLC22A2-6-1	chr6	-	160637794	160679963	SLC22A2	6582
MIR3690-23-1	chrX	+	1412811	1412885	MIR3690	100500894
SNAR-A4-19-1	chr19	-	50595746	50595866	SNAR-A4	100169956
SOCS3-17-1	chr17	-	76352858	76356160	SOCS3	9021
GPR137-11-1	chr11	+	64051781	64056972	GPR137	56834
CCDC127-5-1	chr5	-	204875	218333	CCDC127	133957
SLC7A5P1-16-1	chr16	-	29624424	29625038	SLC7A5P1	81893
MIR5580-14-1	chr14	-	54415145	54415202	MIR5580	100847076
FAM199X-23-1	chrX	+	103411156	103440583	FAM199X	139231
FBN1-15-1	chr15	-	48700503	48937985	FBN1	2200
PCDHGC5-5-1	chr5	+	140868808	140892546	PCDHGC5	56097
KIF26B-1-1	chr1	+	245318287	245866428	KIF26B	55083
C19ORF26-19-1	chr19	-	1228059	1237990	CBARP	255057
MPP4-2-1	chr2	-	202509597	202563467	MPP4	58538
PDPK1-16-1	chr16	+	2587965	2653191	PDPK1	5170
DDRGK1-20-1	chr20	-	3171012	3185295	DDRGK1	65992
AATK-AS1-17-1	chr17	+	79139307	79156964	PVALEF	388428
ZNF442-19-1	chr19	-	12460185	12476475	ZNF442	79973
LINC01085-4-1	chr4	+	14113592	14141676	LINC01085	152742
LINC00917-16-1	chr16	-	86365456	86379285	LINC00917	732275
FOXD1-5-1	chr5	-	72742083	72744352	FOXD1	2297
DDR1-6-1	chr6	+	30850694	30867933	DDR1	780
DPY19L2P2-7-1	chr7	-	102815460	102920913	DPY19L2P2	349152
ZNF844-19-1	chr19	+	12175546	12188626	ZNF844	284391
MIR5698-14-1	chr14	+	100140219	100140241	MIR5698	100847024
USPL1-13-1	chr13	+	31191830	31233687	USPL1	10208
NAT16-7-1	chr7	-	100813774	100823557	NAT16	375607
PLA2G15-16-1	chr16	+	68279240	68294965	PLA2G15	23659
FGF19-11-1	chr11	-	69513006	69519106	FGF19	9965
SCRIB-8-1	chr8	-	144873090	144897890	SCRIB	23513
CLPSL2-6-1	chr6	+	35744343	35747329	CLPSL2	389383
LOC440461-17-1	chr17	+	66194801	66196443	ARHGAP27P2	440461
MTCP1-23-1	chrX	-	154292309	154299547	MTCP1	4515
MIR3714-3-1	chr3	+	16974688	16974752	MIR3714	100500913
HCCAT5-16-1	chr16	+	73126248	73127673	HCCAT5	283902
SPRTN-1-1	chr1	+	231473682	231506297	SPRTN	83932
SIX4-14-1	chr14	-	61176256	61191039	SIX4	51804
HPD-12-1	chr12	-	122277433	122326517	HPD	3242
IKZF2-2-1	chr2	-	213864408	214016379	IKZF2	22807
SALL4-20-1	chr20	-	50400551	50419059	SALL4	57167
AHSP-16-1	chr16	+	31539203	31540125	AHSP	51327
RPL36AL-14-1	chr14	-	50085406	50087403	RPL36AL	6166
SRP19-5-1	chr5	+	112196885	112228776	SRP19	6728
SPINK9-5-1	chr5	+	147715122	147719412	SPINK9	643394
PAFAH1B2-11-1	chr11	+	117015000	117048889	PAFAH1B2	5049
CBFB-16-1	chr16	+	67063050	67134961	CBFB	865
PGLYRP1-19-1	chr19	-	46522411	46526556	PGLYRP1	8993
YWHAG-7-1	chr7	-	75956108	75988342	YWHAG	7532
VPS37D-7-1	chr7	+	73082174	73086440	VPS37D	155382
BPIFB2-20-1	chr20	+	31595384	31611515	BPIFB2	80341
NLN-5-1	chr5	+	65018023	65125111	NLN	57486
HAO2-1-1	chr1	+	119911399	119936753	HAO2	51179
H2BFM-23-1	chrX	+	103294516	103297021	H2BFM	286436
ABCC11-16-1	chr16	-	48200782	48281479	ABCC11	85320
OR4P4-11-1	chr11	+	55405834	55406772	OR4P4	81300
OR2D2-11-1	chr11	-	6912805	6913731	OR2D2	120776
TRIP12-2-1	chr2	-	230628553	230786725	TRIP12	9320
OR4F17-19-1	chr19	+	107152	111690	OR4F17	81099
SCARNA12-12-1	chr12	-	7076500	7076769	SCARNA12	677777
PIK3CB-3-1	chr3	-	138371540	138553780	PIK3CB	5291
IFNB1-9-1	chr9	-	21077104	21077943	IFNB1	3456
GM140-1-1	chr1	+	181205524	181207740	LINC01699	100287948
MIR4718-16-1	chr16	+	12814178	12814228	MIR4718	100616195
TTTY18-24-1	chrY	-	8551411	8551919	TTTY18	252950
RPS3-11-1	chr11	+	75110535	75133346	RPS3	6188
MOS-8-1	chr8	-	57025501	57026541	MOS	4342
SPEF1-20-1	chr20	-	3758151	3762113	SPEF1	25876
STYK1-12-1	chr12	-	10771538	10826917	STYK1	55359
CHAF1A-19-1	chr19	+	4402660	4443394	CHAF1A	10036
FAM213A-10-1	chr10	+	82167585	82192753	FAM213A	84293
FXYD1-19-1	chr19	+	35629693	35633959	FXYD1	5348
MIR526A1-19-1	chr19	+	54209506	54209590	MIR526A1	574475
ARL17A-17-1	chr17	-	44577184	44657155	ARL17A	51326
RBP7-1-1	chr1	+	10057255	10076078	RBP7	116362
C1ORF127-1-1	chr1	-	11006530	11042094	C1orf127	148345
PIP-7-1	chr7	+	142829174	142836834	PIP	5304
SKP1-5-1	chr5	-	133492082	133512724	SKP1	6500
RNF39-6-1	chr6	-	30038043	30043628	RNF39	80352
NDRG3-20-1	chr20	-	35280169	35374541	NDRG3	57446
PARP12-7-1	chr7	-	139723544	139764086	PARP12	64761
LINC00896-22-1	chr22	+	20193855	20196060	LINC00896	150197
GGCT-7-1	chr7	-	30536237	30544457	GGCT	79017
PFKP-10-1	chr10	+	3109667	3178997	PFKP	5214
NS3BP-11-1	chr11	+	779454	780755	LOC171391	171391
NDFIP2-13-1	chr13	+	80055259	80130212	NDFIP2	54602
CXORF40A-23-1	chrX	+	148622204	148632086	CXorf40A	91966
ST8SIA6-10-1	chr10	-	17361282	17496408	ST8SIA6	338596
GNG12-1-1	chr1	-	68167149	68299436	GNG12	55970
GTSCR1-18-1	chr18	-	68297755	68318093	GTSCR1	220158
EDNRB-13-1	chr13	-	78469616	78549664	EDNRB	1910
CHRD-3-1	chr3	+	184097861	184107617	CHRD	8646
OPTC-1-1	chr1	+	203463271	203478077	OPTC	26254
ARHGAP44-17-1	chr17	+	12692829	12894960	ARHGAP44	9912
ZNF148-3-1	chr3	-	124944513	125094198	ZNF148	7707
HORMAD2-22-1	chr22	+	30476453	30573064	HORMAD2	150280
CA6-1-1	chr1	+	9005893	9035151	CA6	765
CSMD2-1-1	chr1	-	33979599	34631443	CSMD2	114784
MIR4694-11-1	chr11	-	19781550	19781629	MIR4694	100616426
DYNLT1-6-1	chr6	-	159057506	159065804	DYNLT1	6993
APBA2-15-1	chr15	+	29211570	29410518	APBA2	321
LOC653501-9-1	chr9	-	39443814	39464526	LOC653501	653501
CD5-11-1	chr11	+	60869930	60895324	CD5	921
CRBN-3-1	chr3	-	3191317	3221401	CRBN	51185
SAMM50-22-1	chr22	+	44351261	44392412	SAMM50	25813
CTRB2-16-1	chr16	-	75237994	75241072	CTRB2	440387
VSTM2A-7-1	chr7	+	54610019	54636948	VSTM2A	222008
LOC100506071-14-1	chr14	-	31345385	31359014	LOC100506071	100506071
RPL13P5-12-1	chr12	+	6993145	6993778	RPL13P5	283345
SULT2B1-19-1	chr19	+	49055429	49102684	SULT2B1	6820
NANOS3-19-1	chr19	+	13988063	13991571	NANOS3	342977
SEMA3D-7-1	chr7	-	84624508	84816171	SEMA3D	223117
PCDHA3-5-1	chr5	+	140180783	140391929	PCDHA3	56145
BAI3-6-1	chr6	+	69345210	70099403	ADGRB3	577
TM9SF4-20-1	chr20	+	30697309	30755061	TM9SF4	9777
LRRC26-9-1	chr9	-	140063210	140064491	LRRC26	389816
BMS1P1-10-1	chr10	-	46737613	48952629	BMS1P1	399761
CEP70-3-1	chr3	-	138213186	138313187	CEP70	80321
FLJ16171-5-1	chr5	-	174346085	174422734	LINC01951	441116
PRR26-10-1	chr10	+	695888	711109	PRR26	414235
JRKL-11-1	chr11	+	96123158	96126727	JRKL	8690
SIDT2-11-1	chr11	+	117049626	117068161	SIDT2	51092
TMTC4-13-1	chr13	-	101256090	101327189	TMTC4	84899
MRPS7-17-1	chr17	+	73257749	73262457	MRPS7	51081
LINC00710-10-1	chr10	-	10976903	10994126	LINC00710	254312
TRIM25-17-1	chr17	-	54965270	54991409	TRIM25	7706
CDH18-5-1	chr5	-	19473140	20575972	CDH18	1016
PCIF1-20-1	chr20	+	44563313	44576732	PCIF1	63935
LOC388692-1-1	chr1	+	149279476	149291742	LOC388692	388692
CAPNS2-16-1	chr16	+	55600584	55601592	CAPNS2	84290
SIGIRR-11-1	chr11	-	405716	417454	SIGIRR	59307
RPL4-15-1	chr15	-	66791653	66816870	RPL4	6124
RBM44-2-1	chr2	+	238707032	238751451	RBM44	375316
LINC00670-17-1	chr17	+	12126155	12540504	LINC00670	284034
WAS-23-1	chrX	+	48542186	48549818	WAS	7454
XPO7-8-1	chr8	+	21777180	21864096	XPO7	23039
KIDINS220-2-1	chr2	-	8865295	8977755	KIDINS220	57498
LCP2-5-1	chr5	-	169675088	169724822	LCP2	3937
CDR2L-17-1	chr17	+	72983727	73001895	CDR2L	30850
KLHL15-23-1	chrX	-	24001833	24045303	KLHL15	80311
NDC1-1-1	chr1	-	54231133	54304225	NDC1	55706
FUT6-19-1	chr19	-	5830637	5839764	FUT6	2528
ENAH-1-1	chr1	-	225674534	225840845	ENAH	55740
BBS9-7-1	chr7	+	33169144	33645680	BBS9	27241
EIF2AK3-2-1	chr2	-	88856259	88927094	EIF2AK3	9451
LOC649352-8-1	chr8	-	12236776	12237298	LOC649352	649352
GPR68-14-1	chr14	-	91698876	91730898	GPR68	8111
UBLCP1-5-1	chr5	+	158690089	158713048	UBLCP1	134510
CCDC54-3-1	chr3	+	107096188	107097481	CCDC54	84692
AGAP4-10-1	chr10	-	46321040	51262116	AGAP4	119016
ABHD17B-9-1	chr9	-	74477368	74526148	ABHD17B	51104
ZEB1-10-1	chr10	+	31607825	31818742	ZEB1	6935
MIR19B2-23-1	chrX	-	133303701	133303796	MIR19B2	406981
POU2F1-1-1	chr1	+	167190066	167396582	POU2F1	5451
CIDEA-18-1	chr18	+	12254318	12277594	CIDEA	1149
CTDSP2-12-1	chr12	-	58213710	58240747	CTDSP2	10106
CCDC28B-1-1	chr1	+	32666202	32670991	CCDC28B	79140
OR10H3-19-1	chr19	+	15852203	15853153	OR10H3	26532
ACVR1B-12-1	chr12	+	52345451	52390863	ACVR1B	91
GPR35-2-1	chr2	+	241544825	241570676	GPR35	2859
CAV1-7-1	chr7	+	116164839	116201239	CAV1	857
RPL23AP32-2-1	chr2	+	54756359	54756978	RPL23AP32	56969
TMEM161B-5-1	chr5	-	87485450	87564665	TMEM161B	153396
SPNS2-17-1	chr17	+	4402129	4443228	SPNS2	124976
VN1R5-1-1	chr1	+	247419374	247420447	VN1R5	317705
COX6B1-19-1	chr19	+	36139125	36149686	COX6B1	1340
HIST2H3D-1-1	chr1	-	149784780	149785236	HIST2H3D	653604
DISC2-1-1	chr1	-	231950372	231954263	DISC2	27184
TRPC2-11-1	chr11	+	3647690	3658789	TRPC2	7221
ZNF737-19-1	chr19	-	20714067	20748626	ZNF737	100129842
FAM166B-9-1	chr9	-	35561827	35563896	FAM166B	730112
LINC00927-15-1	chr15	-	80555410	80634147	LINC00927	283688
CECR3-22-1	chr22	-	17737749	17747623	CECR3	27442
ATCAY-19-1	chr19	+	3880618	3928080	ATCAY	85300
NPFF-12-1	chr12	-	53900472	53901422	NPFF	8620
DNAJB13-11-1	chr11	+	73661364	73681713	DNAJB13	374407
PRR20E-13-1	chr13	+	57741331	57744352	PRR20E	729250
EHBP1-2-1	chr2	+	62900986	63273622	EHBP1	23301
MMP26-11-1	chr11	+	5009424	5013659	MMP26	56547
LINC01004-7-1	chr7	-	104622194	104631612	LINC01004	100216546
DEDD2-19-1	chr19	-	42702745	42724304	DEDD2	162989
NXPE2-11-1	chr11	+	114549200	114579357	NXPE2	120406
PPIP5K2-5-1	chr5	+	102455958	102539224	PPIP5K2	23262
TMEM155-4-1	chr4	-	122680085	122686516	TMEM155	132332
CT45A1-23-1	chrX	+	134847185	134856988	CT45A1	541466
SLC25A42-19-1	chr19	+	19174776	19223839	SLC25A42	284439
ANKS6-9-1	chr9	-	101494291	101558794	ANKS6	203286
LRRN4-20-1	chr20	-	6021192	6034726	LRRN4	164312
ANGPT2-8-1	chr8	-	6357172	6420784	ANGPT2	285
TMEM150A-2-1	chr2	-	85825670	85829822	TMEM150A	129303
COQ9-16-1	chr16	+	57481337	57495187	COQ9	57017
DHX29-5-1	chr5	-	54552073	54603521	DHX29	54505
JAM3-11-1	chr11	+	133938820	134021652	JAM3	83700
ARR3-23-1	chrX	+	69488185	69501691	ARR3	407
MTX3-5-1	chr5	-	79272539	79287088	MTX3	345778
OSR1-2-1	chr2	-	19551246	19558372	OSR1	130497
ADAM9-8-1	chr8	+	38854505	38962780	ADAM9	8754
DYNC2LI1-2-1	chr2	+	44001178	44055095	DYNC2LI1	51626
WBSCR27-7-1	chr7	-	73248920	73256855	METTL27	155368
ALOXE3-17-1	chr17	-	7999218	8022365	ALOXE3	59344
INTS2-17-1	chr17	-	59942728	60005377	INTS2	57508
TIGD3-11-1	chr11	+	65122282	65125084	TIGD3	220359
AGT-1-1	chr1	-	230838269	230850336	AGT	183
SNORD115-35-15-1	chr15	+	25479394	25479475	SNORD115-35	100033809
CHRND-2-1	chr2	+	233390870	233401375	CHRND	1144
SCCPDH-1-1	chr1	+	246887378	246931439	SCCPDH	51097
PRPF8-17-1	chr17	-	1553923	1588176	PRPF8	10594
LCE1E-1-1	chr1	+	152758753	152760902	LCE1E	353135
NXF2B-23-1	chrX	-	101615316	101694929	NXF2B	728343
LAMC2-1-1	chr1	+	183147952	183214262	LAMC2	3918
MIR190A-15-1	chr15	+	63116156	63116240	MIR190A	406965
DTX3-12-1	chr12	+	57998405	58003587	DTX3	196403
HINT1-5-1	chr5	-	130494976	130501041	HINT1	3094
SLC10A1-14-1	chr14	-	70242552	70264006	SLC10A1	6554
SNORD111-16-1	chr16	+	70571908	70572001	SNORD111	692214
SPAG8-9-1	chr9	-	35807782	35812269	SPAG8	26206
FCGR3B-1-1	chr1	-	161592986	161601753	FCGR3B	2215
DECR2-16-1	chr16	+	451858	462487	DECR2	26063
B3GAT1-11-1	chr11	-	134248398	134281880	B3GAT1	27087
CHL1-3-1	chr3	+	238279	451100	CHL1	10752
SEMA6B-19-1	chr19	-	4542600	4559771	SEMA6B	10501
ETV4-17-1	chr17	-	41605211	41623800	ETV4	2118
RBBP4-1-1	chr1	+	33116749	33151812	RBBP4	5928
CD207-2-1	chr2	-	71057343	71062953	CD207	50489
MCM5-22-1	chr22	+	35796116	35820495	MCM5	4174
PLD4-14-1	chr14	+	105391153	105399573	PLD4	122618
BTD-3-1	chr3	+	15642859	15687328	BTD	686
FAM92A1-8-1	chr8	+	94712480	94741481	FAM92A	137392
GNA11-19-1	chr19	+	3094408	3121468	GNA11	2767
RPA3-7-1	chr7	-	7676347	7758238	RPA3	6119
COPB1-11-1	chr11	-	14479049	14521441	COPB1	1315
NCDN-1-1	chr1	+	36023311	36032380	NCDN	23154
PSMC6-14-1	chr14	+	53173894	53194716	PSMC6	5706
ARMC3-10-1	chr10	+	23216953	23327452	ARMC3	219681
GUSBP9-5-1	chr5	-	70498024	70503957	GUSBP9	100049076
VWA2-10-1	chr10	+	115999013	116054259	VWA2	340706
LSMEM1-7-1	chr7	+	112120908	112130943	LSMEM1	286006
NPB-17-1	chr17	+	79860072	79860781	NPB	256933
UCN2-3-1	chr3	-	48599151	48601201	UCN2	90226
FAM193B-5-1	chr5	-	176946790	176981548	FAM193B	54540
ORM2-9-1	chr9	+	117092069	117095536	ORM2	5005
BHLHE40-3-1	chr3	+	5021097	5026866	BHLHE40	8553
MIR4664-8-1	chr8	-	144815253	144815323	MIR4664	100616318
MRPL37-1-1	chr1	+	54665840	54691407	MRPL37	51253
ELP5-17-1	chr17	+	7155372	7163259	ELP5	23587
LINC00997-7-1	chr7	+	32797898	32802536	LINC00997	401321
ADAM8-10-1	chr10	-	135075920	135090489	ADAM8	101
FHL1-23-1	chrX	+	135228861	135293518	FHL1	2273
STEAP1-7-1	chr7	+	89783689	89794141	STEAP1	26872
